Tlin11583-RA	f47b2e8d038368e3bf39ba79d1364618	90	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	62	84	-	T	19-02-2024	-	-
Tlin01803-RA	c1a605ff53e27d0d170d95b521b80c2b	315	SUPERFAMILY	SSF103481	Multidrug resistance efflux transporter EmrE	95	164	3.27E-5	T	19-02-2024	-	-
Tlin01803-RA	c1a605ff53e27d0d170d95b521b80c2b	315	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	275	294	-	T	19-02-2024	-	-
Tlin01803-RA	c1a605ff53e27d0d170d95b521b80c2b	315	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	186	203	-	T	19-02-2024	-	-
Tlin01803-RA	c1a605ff53e27d0d170d95b521b80c2b	315	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	147	166	-	T	19-02-2024	-	-
Tlin01803-RA	c1a605ff53e27d0d170d95b521b80c2b	315	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	247	269	-	T	19-02-2024	-	-
Tlin01803-RA	c1a605ff53e27d0d170d95b521b80c2b	315	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	94	116	-	T	19-02-2024	-	-
Tlin01803-RA	c1a605ff53e27d0d170d95b521b80c2b	315	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	121	143	-	T	19-02-2024	-	-
Tlin01803-RA	c1a605ff53e27d0d170d95b521b80c2b	315	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	21	40	-	T	19-02-2024	-	-
Tlin01803-RA	c1a605ff53e27d0d170d95b521b80c2b	315	PANTHER	PTHR11132	SOLUTE CARRIER FAMILY 35	25	296	8.1E-22	T	19-02-2024	-	-
Tlin01803-RA	c1a605ff53e27d0d170d95b521b80c2b	315	Pfam	PF03151	Triose-phosphate Transporter family	23	173	7.2E-13	T	19-02-2024	IPR004853	Sugar phosphate transporter domain	-
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	94	113	-	T	19-02-2024	-	-
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	Pfam	PF00083	Sugar (and other) transporter	112	465	6.4E-71	T	19-02-2024	IPR005828	Major facilitator, sugar transporter-like	GO:0016020|GO:0022857|GO:0055085
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	ProSitePatterns	PS00217	Sugar transport proteins signature 2.	126	151	-	T	19-02-2024	IPR005829	Sugar transporter, conserved site	GO:0016020|GO:0022857|GO:0055085
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	365	387	-	T	19-02-2024	-	-
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	SUPERFAMILY	SSF103473	MFS general substrate transporter	36	465	1.16E-44	T	19-02-2024	IPR036259	MFS transporter superfamily	-
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	46	68	-	T	19-02-2024	-	-
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	152	171	-	T	19-02-2024	-	-
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	Gene3D	G3DSA:1.20.1250.20	MFS general substrate transporter like domains	38	470	4.1E-97	T	19-02-2024	IPR036259	MFS transporter superfamily	-
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	295	315	-	T	19-02-2024	-	-
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	431	453	-	T	19-02-2024	-	-
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	266	288	-	T	19-02-2024	-	-
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	178	200	-	T	19-02-2024	-	-
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	402	424	-	T	19-02-2024	-	-
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	120	142	-	T	19-02-2024	-	-
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	330	352	-	T	19-02-2024	-	-
Tlin12749-RA	3c39b68c0371db877269310360f8528b	473	PANTHER	PTHR48021	-	38	114	4.1E-113	T	19-02-2024	-	-
Tlin11677-RA	4079c709901f18fbf22a5bd2cd1a30d6	580	SUPERFAMILY	SSF57667	beta-beta-alpha zinc fingers	529	575	1.19E-5	T	19-02-2024	IPR036236	Zinc finger C2H2 superfamily	-
Tlin11677-RA	4079c709901f18fbf22a5bd2cd1a30d6	580	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	267	287	-	T	19-02-2024	IPR013087	Zinc finger C2H2-type	-
Tlin11677-RA	4079c709901f18fbf22a5bd2cd1a30d6	580	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	530	550	-	T	19-02-2024	IPR013087	Zinc finger C2H2-type	-
Tlin11677-RA	4079c709901f18fbf22a5bd2cd1a30d6	580	SUPERFAMILY	SSF57667	beta-beta-alpha zinc fingers	249	299	1.32E-10	T	19-02-2024	IPR036236	Zinc finger C2H2 superfamily	-
Tlin11677-RA	4079c709901f18fbf22a5bd2cd1a30d6	580	PANTHER	PTHR24404	ZINC FINGER PROTEIN	19	564	6.2E-27	T	19-02-2024	-	-
Tlin11677-RA	4079c709901f18fbf22a5bd2cd1a30d6	580	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	558	580	-	T	19-02-2024	IPR013087	Zinc finger C2H2-type	-
Tlin11677-RA	4079c709901f18fbf22a5bd2cd1a30d6	580	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	204	262	4.7E-7	T	19-02-2024	-	-
Tlin11677-RA	4079c709901f18fbf22a5bd2cd1a30d6	580	Gene3D	G3DSA:3.30.160.60	Classic Zinc Finger	263	325	8.0E-10	T	19-02-2024	-	-
Tlin04937-RA	249391a910672e54d24eb551d6c9afc6	360	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	230	252	-	T	19-02-2024	-	-
Tlin04937-RA	249391a910672e54d24eb551d6c9afc6	360	Pfam	PF00249	Myb-like DNA-binding domain	104	149	5.4E-8	T	19-02-2024	IPR001005	SANT/Myb domain	-
Tlin04937-RA	249391a910672e54d24eb551d6c9afc6	360	SUPERFAMILY	SSF46689	Homeodomain-like	98	154	5.61E-11	T	19-02-2024	IPR009057	Homeobox-like domain superfamily	-
Tlin04937-RA	249391a910672e54d24eb551d6c9afc6	360	Gene3D	G3DSA:1.20.58.1880	-	33	164	3.6E-52	T	19-02-2024	-	-
Tlin04937-RA	249391a910672e54d24eb551d6c9afc6	360	CDD	cd00167	SANT	106	148	2.26837E-6	T	19-02-2024	IPR001005	SANT/Myb domain	-
Tlin04937-RA	249391a910672e54d24eb551d6c9afc6	360	PANTHER	PTHR16089	REST COREPRESSOR  COREST  PROTEIN-RELATED	28	209	8.8E-11	T	19-02-2024	-	-
Tlin13090-RA	1473224d76aabe71494c52df7ddcf29f	359	Pfam	PF13359	DDE superfamily endonuclease	172	300	2.5E-28	T	19-02-2024	IPR027806	Harbinger transposase-derived nuclease domain	-
Tlin13090-RA	1473224d76aabe71494c52df7ddcf29f	359	PANTHER	PTHR22930	UNCHARACTERIZED	24	334	2.8E-44	T	19-02-2024	-	-
Tlin11362-RA	161fbc2af54ef9aa52f5dfd7df08cf87	705	Pfam	PF12813	XPG domain containing	126	211	1.2E-9	T	19-02-2024	IPR039436	Asteroid domain	-
Tlin11362-RA	161fbc2af54ef9aa52f5dfd7df08cf87	705	Gene3D	G3DSA:3.40.50.1010	-	1	197	5.7E-25	T	19-02-2024	-	-
Tlin11362-RA	161fbc2af54ef9aa52f5dfd7df08cf87	705	SUPERFAMILY	SSF88723	PIN domain-like	1	217	2.94E-32	T	19-02-2024	IPR029060	PIN-like domain superfamily	-
Tlin11362-RA	161fbc2af54ef9aa52f5dfd7df08cf87	705	PANTHER	PTHR15665	ASTEROID PROTEIN	1	696	1.7E-105	T	19-02-2024	IPR026832	Asteroid	-
Tlin11362-RA	161fbc2af54ef9aa52f5dfd7df08cf87	705	Pfam	PF00752	XPG N-terminal domain	1	102	1.1E-5	T	19-02-2024	IPR006085	XPG, N-terminal	GO:0004518
Tlin00145-RA	a4b916205f11b46da6f3316f3fca3f7b	1586	Gene3D	G3DSA:4.10.60.10	-	148	196	5.9E-14	T	19-02-2024	-	-
Tlin00145-RA	a4b916205f11b46da6f3316f3fca3f7b	1586	SUPERFAMILY	SSF57756	Retrovirus zinc finger-like domains	150	169	3.77E-6	T	19-02-2024	IPR036875	Zinc finger, CCHC-type superfamily	GO:0003676|GO:0008270
Tlin00145-RA	a4b916205f11b46da6f3316f3fca3f7b	1586	Pfam	PF00098	Zinc knuckle	154	168	3.3E-4	T	19-02-2024	IPR001878	Zinc finger, CCHC-type	GO:0003676|GO:0008270
Tlin00145-RA	a4b916205f11b46da6f3316f3fca3f7b	1586	Pfam	PF08783	DWNN domain	3	76	1.7E-30	T	19-02-2024	IPR014891	DWNN domain	GO:0008270
Tlin00145-RA	a4b916205f11b46da6f3316f3fca3f7b	1586	CDD	cd16620	vRING-HC-C4C4_RBBP6	237	292	2.75865E-26	T	19-02-2024	-	-
Tlin00145-RA	a4b916205f11b46da6f3316f3fca3f7b	1586	Gene3D	G3DSA:3.30.40.10	Zinc/RING finger domain, C3HC4 (zinc finger)	229	316	1.3E-23	T	19-02-2024	IPR013083	Zinc finger, RING/FYVE/PHD-type	-
Tlin00145-RA	a4b916205f11b46da6f3316f3fca3f7b	1586	SUPERFAMILY	SSF57850	RING/U-box	227	311	8.01E-17	T	19-02-2024	-	-
Tlin00145-RA	a4b916205f11b46da6f3316f3fca3f7b	1586	Gene3D	G3DSA:3.10.20.90	-	1	79	2.2E-32	T	19-02-2024	-	-
Tlin00145-RA	a4b916205f11b46da6f3316f3fca3f7b	1586	PANTHER	PTHR15439	RETINOBLASTOMA-BINDING PROTEIN 6	5	756	1.8E-86	T	19-02-2024	IPR033489	E3 ubiquitin-protein ligase RBBP6 family	GO:0006397|GO:0016567|GO:0061630
Tlin05043-RA	170be434b6cdba0a5f576b5cad324c6f	175	Pfam	PF00069	Protein kinase domain	1	151	6.8E-45	T	19-02-2024	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468
Tlin05043-RA	170be434b6cdba0a5f576b5cad324c6f	175	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	59	71	-	T	19-02-2024	IPR008271	Serine/threonine-protein kinase, active site	GO:0004672|GO:0006468
Tlin05043-RA	170be434b6cdba0a5f576b5cad324c6f	175	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	1	170	7.55E-56	T	19-02-2024	IPR011009	Protein kinase-like domain superfamily	-
Tlin05043-RA	170be434b6cdba0a5f576b5cad324c6f	175	PANTHER	PTHR24350	SERINE/THREONINE-PROTEIN KINASE IAL-RELATED	1	150	1.6E-86	T	19-02-2024	IPR030616	Aurora kinase-like	GO:0004672
Tlin05043-RA	170be434b6cdba0a5f576b5cad324c6f	175	Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	1	175	4.8E-56	T	19-02-2024	-	-
Tlin09356-RA	ff0701bdb9fac10148d9b9725a66630e	316	ProSitePatterns	PS00162	Alpha-carbonic anhydrases signature.	119	135	-	T	19-02-2024	IPR018338	Carbonic anhydrase, alpha-class, conserved site	GO:0004089|GO:0008270
Tlin09356-RA	ff0701bdb9fac10148d9b9725a66630e	316	Gene3D	G3DSA:3.10.200.10	Alpha carbonic anhydrase	28	283	6.6E-72	T	19-02-2024	IPR036398	Alpha carbonic anhydrase domain superfamily	-
Tlin09356-RA	ff0701bdb9fac10148d9b9725a66630e	316	CDD	cd00326	alpha_CA	46	266	1.07074E-77	T	19-02-2024	-	-
Tlin09356-RA	ff0701bdb9fac10148d9b9725a66630e	316	PANTHER	PTHR18952	CARBONIC ANHYDRASE	37	266	3.3E-50	T	19-02-2024	IPR023561	Carbonic anhydrase, alpha-class	GO:0004089|GO:0008270
Tlin09356-RA	ff0701bdb9fac10148d9b9725a66630e	316	Pfam	PF00194	Eukaryotic-type carbonic anhydrase	38	269	2.3E-64	T	19-02-2024	IPR001148	Alpha carbonic anhydrase domain	-
Tlin09356-RA	ff0701bdb9fac10148d9b9725a66630e	316	SUPERFAMILY	SSF51069	Carbonic anhydrase	37	268	4.06E-65	T	19-02-2024	IPR036398	Alpha carbonic anhydrase domain superfamily	-
Tlin02425-RA	ba98f9e8e8ef1cb2d742364f788418dc	807	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	196	807	1.2E-205	T	19-02-2024	-	-
Tlin02425-RA	ba98f9e8e8ef1cb2d742364f788418dc	807	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	217	807	1.24E-167	T	19-02-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
Tlin02425-RA	ba98f9e8e8ef1cb2d742364f788418dc	807	CDD	cd09823	peroxinectin_like	378	763	0.0	T	19-02-2024	-	-
Tlin02425-RA	ba98f9e8e8ef1cb2d742364f788418dc	807	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	212	807	1.0E-188	T	19-02-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
Tlin02425-RA	ba98f9e8e8ef1cb2d742364f788418dc	807	Pfam	PF03098	Animal haem peroxidase	220	771	1.8E-181	T	19-02-2024	IPR019791	Haem peroxidase, animal-type	-
Tlin05755-RA	ce0ff602542cc0f76d013fc95aac1b00	309	PANTHER	PTHR22895	UNCHARACTERIZED	74	296	9.5E-11	T	19-02-2024	-	-
Tlin05755-RA	ce0ff602542cc0f76d013fc95aac1b00	309	Gene3D	G3DSA:1.25.10.10	-	42	298	3.1E-11	T	19-02-2024	IPR011989	Armadillo-like helical	-
Tlin05755-RA	ce0ff602542cc0f76d013fc95aac1b00	309	SUPERFAMILY	SSF48371	ARM repeat	53	297	1.69E-13	T	19-02-2024	IPR016024	Armadillo-type fold	-
Tlin13841-RA	9b87d0d3b27c7386e304ace63c471441	314	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	62	84	-	T	19-02-2024	-	-
Tlin13841-RA	9b87d0d3b27c7386e304ace63c471441	314	Pfam	PF04089	BRICHOS domain	174	264	6.1E-18	T	19-02-2024	IPR007084	BRICHOS domain	-
Tlin13841-RA	9b87d0d3b27c7386e304ace63c471441	314	PANTHER	PTHR10962	INTEGRAL TRANSMEMBRANE PROTEIN 2	44	299	6.2E-48	T	19-02-2024	IPR040145	Integral membrane protein 2	-
Tlin14783-RA	a295f2c84e86786e8e17c92a7303b60b	374	Pfam	PF13359	DDE superfamily endonuclease	170	322	9.1E-36	T	19-02-2024	IPR027806	Harbinger transposase-derived nuclease domain	-
Tlin14783-RA	a295f2c84e86786e8e17c92a7303b60b	374	PANTHER	PTHR22930	UNCHARACTERIZED	45	338	3.7E-46	T	19-02-2024	-	-
Tlin07164-RA	1589c0dd38361db8fb52e1e0940aad9d	218	Gene3D	G3DSA:3.30.870.10	Endonuclease Chain A	29	218	6.4E-37	T	19-02-2024	-	-
Tlin07164-RA	1589c0dd38361db8fb52e1e0940aad9d	218	SUPERFAMILY	SSF56024	Phospholipase D/nuclease	75	216	1.32E-21	T	19-02-2024	-	-
Tlin07164-RA	1589c0dd38361db8fb52e1e0940aad9d	218	PANTHER	PTHR43856	CARDIOLIPIN HYDROLASE	40	217	1.0E-28	T	19-02-2024	-	-
Tlin07164-RA	1589c0dd38361db8fb52e1e0940aad9d	218	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	5	27	-	T	19-02-2024	-	-
Tlin07164-RA	1589c0dd38361db8fb52e1e0940aad9d	218	Pfam	PF13091	PLD-like domain	82	215	2.1E-25	T	19-02-2024	IPR025202	Phospholipase D-like domain	-
Tlin01051-RA	4fac2fb179645b603cb4faeb2869c4a8	276	Gene3D	G3DSA:3.40.50.300	-	15	240	1.6E-47	T	19-02-2024	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
Tlin01051-RA	4fac2fb179645b603cb4faeb2869c4a8	276	PANTHER	PTHR48041	ABC TRANSPORTER G FAMILY MEMBER 28	22	241	1.4E-67	T	19-02-2024	-	-
Tlin01051-RA	4fac2fb179645b603cb4faeb2869c4a8	276	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	19	242	7.38E-43	T	19-02-2024	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
Tlin01051-RA	4fac2fb179645b603cb4faeb2869c4a8	276	ProSitePatterns	PS00211	ABC transporters family signature.	167	181	-	T	19-02-2024	IPR017871	ABC transporter-like, conserved site	GO:0005524|GO:0016887
Tlin01051-RA	4fac2fb179645b603cb4faeb2869c4a8	276	Pfam	PF00005	ABC transporter	49	194	1.9E-27	T	19-02-2024	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524
Tlin07938-RA	385e4199f01f76d204132426c891a19e	508	Gene3D	G3DSA:3.40.50.1820	alpha/beta hydrolase	167	497	8.9E-68	T	19-02-2024	IPR029058	Alpha/Beta hydrolase fold	-
Tlin07938-RA	385e4199f01f76d204132426c891a19e	508	SUPERFAMILY	SSF53474	alpha/beta-Hydrolases	26	467	2.02E-94	T	19-02-2024	IPR029058	Alpha/Beta hydrolase fold	-
Tlin07938-RA	385e4199f01f76d204132426c891a19e	508	ProSitePatterns	PS00941	Carboxylesterases type-B signature 2.	104	114	-	T	19-02-2024	IPR019819	Carboxylesterase type B, conserved site	-
Tlin07938-RA	385e4199f01f76d204132426c891a19e	508	PANTHER	PTHR43142	CARBOXYLIC ESTER HYDROLASE	167	499	7.1E-95	T	19-02-2024	-	-
Tlin07938-RA	385e4199f01f76d204132426c891a19e	508	Pfam	PF00135	Carboxylesterase family	166	488	4.9E-53	T	19-02-2024	IPR002018	Carboxylesterase, type B	-
Tlin07938-RA	385e4199f01f76d204132426c891a19e	508	Gene3D	G3DSA:3.40.50.1820	alpha/beta hydrolase	1	166	2.9E-52	T	19-02-2024	IPR029058	Alpha/Beta hydrolase fold	-
Tlin03025-RA	13c5a00333e6889d73123b468719a2bd	358	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	69	91	-	T	19-02-2024	-	-
Tlin03025-RA	13c5a00333e6889d73123b468719a2bd	358	PANTHER	PTHR21143	INVERTEBRATE GUSTATORY RECEPTOR	24	349	1.7E-10	T	19-02-2024	IPR013604	7TM chemoreceptor	GO:0016020|GO:0050909
Tlin03025-RA	13c5a00333e6889d73123b468719a2bd	358	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	37	59	-	T	19-02-2024	-	-
Tlin03025-RA	13c5a00333e6889d73123b468719a2bd	358	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	253	275	-	T	19-02-2024	-	-
Tlin03025-RA	13c5a00333e6889d73123b468719a2bd	358	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	221	243	-	T	19-02-2024	-	-
Tlin03025-RA	13c5a00333e6889d73123b468719a2bd	358	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	118	140	-	T	19-02-2024	-	-
Tlin03025-RA	13c5a00333e6889d73123b468719a2bd	358	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	332	354	-	T	19-02-2024	-	-
Tlin03025-RA	13c5a00333e6889d73123b468719a2bd	358	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	150	169	-	T	19-02-2024	-	-
Tlin03709-RA	4184f9fda85e808a439d5fae078f906a	104	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	59	81	-	T	19-02-2024	-	-
Tlin03709-RA	4184f9fda85e808a439d5fae078f906a	104	PANTHER	PTHR13636	UNCHARACTERIZED	1	53	2.0E-15	T	19-02-2024	IPR007915	Oligosaccharyltransferase complex subunit	GO:0006487|GO:0034998
Tlin03709-RA	4184f9fda85e808a439d5fae078f906a	104	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	17	39	-	T	19-02-2024	-	-
Tlin03709-RA	4184f9fda85e808a439d5fae078f906a	104	Pfam	PF05251	Oligosaccharyltransferase subunit 5	9	53	6.3E-13	T	19-02-2024	IPR007915	Oligosaccharyltransferase complex subunit	GO:0006487|GO:0034998
Tlin09952-RA	16f818a472c4a4a6af0db0e954f24303	204	Gene3D	G3DSA:2.20.20.160	-	16	100	2.3E-13	T	19-02-2024	-	-
Tlin06155-RA	5f2dd501b17c3881f820e37861f9a125	396	CDD	cd01202	PTB_FRS2	12	101	7.4055E-49	T	19-02-2024	IPR038742	FRS2, PTB domain	-
Tlin06155-RA	5f2dd501b17c3881f820e37861f9a125	396	Pfam	PF02174	PTB domain (IRS-1 type)	21	101	8.2E-18	T	19-02-2024	IPR002404	IRS-type PTB domain	-
Tlin06155-RA	5f2dd501b17c3881f820e37861f9a125	396	Gene3D	G3DSA:2.30.29.30	-	2	155	2.5E-33	T	19-02-2024	IPR011993	PH-like domain superfamily	-
Tlin06155-RA	5f2dd501b17c3881f820e37861f9a125	396	PANTHER	PTHR21258	DOCKING PROTEIN RELATED	29	363	1.4E-21	T	19-02-2024	-	-
Tlin06155-RA	5f2dd501b17c3881f820e37861f9a125	396	SUPERFAMILY	SSF50729	PH domain-like	6	110	1.3E-27	T	19-02-2024	-	-
Tlin08871-RA	1f7e5a8758259865d50a29e4df26c4ae	216	Gene3D	G3DSA:2.40.10.10	-	12	188	6.7E-55	T	19-02-2024	IPR043504	Peptidase S1, PA clan, chymotrypsin-like fold	-
Tlin08871-RA	1f7e5a8758259865d50a29e4df26c4ae	216	CDD	cd00190	Tryp_SPc	21	186	9.08644E-66	T	19-02-2024	IPR001254	Serine proteases, trypsin domain	GO:0004252|GO:0006508
Tlin08871-RA	1f7e5a8758259865d50a29e4df26c4ae	216	ProSitePatterns	PS00135	Serine proteases, trypsin family, serine active site.	138	149	-	T	19-02-2024	IPR033116	Serine proteases, trypsin family, serine active site	-
Tlin08871-RA	1f7e5a8758259865d50a29e4df26c4ae	216	PANTHER	PTHR24253	TRANSMEMBRANE PROTEASE SERINE	28	186	3.0E-51	T	19-02-2024	-	-
Tlin08871-RA	1f7e5a8758259865d50a29e4df26c4ae	216	SUPERFAMILY	SSF50494	Trypsin-like serine proteases	26	187	9.22E-57	T	19-02-2024	IPR009003	Peptidase S1, PA clan	-
Tlin08871-RA	1f7e5a8758259865d50a29e4df26c4ae	216	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	196	215	-	T	19-02-2024	-	-
Tlin08871-RA	1f7e5a8758259865d50a29e4df26c4ae	216	Pfam	PF00089	Trypsin	30	183	3.4E-46	T	19-02-2024	IPR001254	Serine proteases, trypsin domain	GO:0004252|GO:0006508
Tlin13987-RA	bae5cc9b532a3fbaf6d9b81111df5f0e	501	Pfam	PF05199	GMC oxidoreductase	414	470	3.1E-6	T	19-02-2024	IPR007867	Glucose-methanol-choline oxidoreductase, C-terminal	GO:0016614
Tlin13987-RA	bae5cc9b532a3fbaf6d9b81111df5f0e	501	SUPERFAMILY	SSF51905	FAD/NAD(P)-binding domain	59	345	1.58E-57	T	19-02-2024	IPR036188	FAD/NAD(P)-binding domain superfamily	-
Tlin13987-RA	bae5cc9b532a3fbaf6d9b81111df5f0e	501	ProSitePatterns	PS00623	GMC oxidoreductases signature 1.	138	161	-	T	19-02-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	GO:0016614|GO:0050660
Tlin13987-RA	bae5cc9b532a3fbaf6d9b81111df5f0e	501	ProSitePatterns	PS00624	GMC oxidoreductases signature 2.	312	326	-	T	19-02-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	GO:0016614|GO:0050660
Tlin13987-RA	bae5cc9b532a3fbaf6d9b81111df5f0e	501	Gene3D	G3DSA:3.50.50.60	-	60	344	1.5E-93	T	19-02-2024	IPR036188	FAD/NAD(P)-binding domain superfamily	-
Tlin13987-RA	bae5cc9b532a3fbaf6d9b81111df5f0e	501	Gene3D	G3DSA:3.30.560.10	Glucose Oxidase, domain 3	401	500	9.1E-15	T	19-02-2024	-	-
Tlin13987-RA	bae5cc9b532a3fbaf6d9b81111df5f0e	501	SUPERFAMILY	SSF54373	FAD-linked reductases, C-terminal domain	370	500	1.08E-19	T	19-02-2024	-	-
Tlin13987-RA	bae5cc9b532a3fbaf6d9b81111df5f0e	501	PANTHER	PTHR11552	GLUCOSE-METHANOL-CHOLINE  GMC  OXIDOREDUCTASE	42	500	2.6E-120	T	19-02-2024	IPR012132	Glucose-methanol-choline oxidoreductase	GO:0050660
Tlin13987-RA	bae5cc9b532a3fbaf6d9b81111df5f0e	501	Pfam	PF00732	GMC oxidoreductase	60	347	2.5E-64	T	19-02-2024	IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	GO:0016614|GO:0050660
Tlin13987-RA	bae5cc9b532a3fbaf6d9b81111df5f0e	501	Gene3D	G3DSA:3.30.560.10	Glucose Oxidase, domain 3	96	254	1.5E-93	T	19-02-2024	-	-
Tlin09392-RA	705e2aa48c4bd5ed68b7a720118e0aaa	527	Gene3D	G3DSA:2.170.130.30	-	411	527	6.7E-21	T	19-02-2024	-	-
Tlin09392-RA	705e2aa48c4bd5ed68b7a720118e0aaa	527	Gene3D	G3DSA:1.50.10.20	-	122	390	9.9E-51	T	19-02-2024	-	-
Tlin09392-RA	705e2aa48c4bd5ed68b7a720118e0aaa	527	Pfam	PF01122	Eukaryotic cobalamin-binding protein	143	385	2.3E-19	T	19-02-2024	IPR002157	Cobalamin (vitamin B12)-binding protein	GO:0015889|GO:0031419
Tlin09392-RA	705e2aa48c4bd5ed68b7a720118e0aaa	527	PANTHER	PTHR10559	TRANSCOBALAMIN-1/GASTRIC INTRINSIC FACTOR	113	526	4.0E-102	T	19-02-2024	-	-
Tlin09392-RA	705e2aa48c4bd5ed68b7a720118e0aaa	527	SUPERFAMILY	SSF48239	Terpenoid cyclases/Protein prenyltransferases	270	372	2.04E-11	T	19-02-2024	IPR008930	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid	-
Tlin09454-RA	f164df070a78e9153bcde8011fed0d72	425	Gene3D	G3DSA:1.10.10.60	-	261	332	1.9E-21	T	19-02-2024	-	-
Tlin09454-RA	f164df070a78e9153bcde8011fed0d72	425	ProSitePatterns	PS00027	'Homeobox' domain signature.	304	327	-	T	19-02-2024	IPR017970	Homeobox, conserved site	GO:0000981|GO:0006355
